year,donor_name,Health ODA (including COVID-19),Health ODA
2022,Finland,102.677614,62.404666000000006
2022,Iceland,11.090316,11.069521
2022,Ireland,162.374592,91.792237
2022,Luxembourg,83.584517,73.34267299999999
2022,Greece,43.318519,6.718016
2022,Spain,515.031335,126.65961
2022,Slovenia,12.063437,2.972499
2022,Czechia,39.012021,15.724969000000002
2022,Slovak Republic,30.40778,4.416084
2022,Hungary,63.408719000000005,11.484214000000001
2022,Poland,96.367715,25.715374999999998
2022,Estonia,3.810667,1.377882
2022,Lithuania,11.137984000000001,2.5507969999999998
2022,Canada,1668.124149,681.81978
2022,United States,17894.690901,11600.425466
2022,Japan,2446.77947,535.353271
2022,Korea,475.588684,280.730515
2022,Australia,562.4548130000001,317.307588
2022,New Zealand,65.25196700000001,24.510041
2023,Austria,87.792352,53.400138
2023,Belgium,269.212267,154.617566
2023,Denmark,141.149614,115.635558
2023,France,1716.490268,945.441374
2023,Germany,2303.2766149999998,1374.970485
2023,Italy,408.531984,201.516049
2023,Netherlands,712.040394,579.549141
2023,Norway,437.642912,371.111388
2023,Portugal,39.922867,20.127558
2023,Sweden,554.628617,397.86318500000004
2023,Switzerland,319.27255,265.85713
2023,United Kingdom,3015.28453,1866.026263
2023,Finland,102.57517299999999,80.63414
2023,Iceland,12.620146,12.566177
2023,Ireland,158.907432,110.59828399999999
2023,Luxembourg,77.117066,68.705372
2023,Greece,19.044003,3.179991
2023,Spain,319.910101,169.156477
2023,Slovenia,8.780890000000001,2.716332
2023,Czechia,33.285453000000004,15.249091
2023,Slovak Republic,24.114204,3.8102970000000003
2023,Hungary,76.619672,46.96745
2023,Poland,80.79391199999999,21.814435
2023,Estonia,4.871321000000001,1.9272140000000002
2023,Lithuania,19.644411,2.594515
2023,Canada,1223.360829,656.842387
2023,United States,9868.654129999999,8391.270271
2023,Japan,1653.8582889999998,877.6429929999999
2023,Korea,463.141166,278.745931
2023,Australia,441.508034,219.852468
2023,New Zealand,42.608396,30.908069
